,Protein families
192844,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
107104,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
268267,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
476572,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
348798,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
95332,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
105955,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
361757,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
347841,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
476101,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
408420,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
212455,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
466192,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475360,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
145525,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
260397,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
463141,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
7254,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
83971,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
46725,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501260,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475996,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
391406,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
280476,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
11056,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
500447,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
408952,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501102,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
188491,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
245828,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63751,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
313366,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
91803,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
148964,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
143673,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
438619,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
110081,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182931,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475728,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
472656,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
72068,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
101746,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
221307,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
430555,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
421157,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
131512,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440724,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
153641,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
313727,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
53407,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
235587,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
64129,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
439370,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
432165,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63658,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
426905,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
254141,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
122029,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440891,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71880,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
1764,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
16348,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
94083,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
88583,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
232709,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314323,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
84005,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
177024,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
75811,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
438035,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
78285,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
221321,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
127850,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
325890,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501699,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
91897,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
423339,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
474698,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
113702,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
360672,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
222666,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71936,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
324485,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479918,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
381627,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
439924,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
207689,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
205341,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
173557,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
273718,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
439378,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
466153,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314743,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
159850,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
161272,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
9656,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
343524,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63102,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
64651,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
89100,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
8973,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
468766,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
346933,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475143,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
169444,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
5974,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
346982,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
284267,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
397899,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
253765,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
92823,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
455028,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
134517,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
136059,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
499593,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
356108,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
328883,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
499327,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
50953,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
209036,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
342874,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
321767,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479293,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
234049,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
172124,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
499603,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
462985,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275162,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440721,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
114376,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182574,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
207736,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
312945,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
410950,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
9163,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
376785,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
418015,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
253306,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
396369,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
430422,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
375333,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
176743,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
160368,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
271163,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
310634,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
149273,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
234534,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
374770,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
14336,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
78454,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
175465,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
249090,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
458252,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
476201,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
375853,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501880,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
476943,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
39011,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
186745,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
31422,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
174111,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
30502,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
247461,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475906,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
23385,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
346961,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
88021,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501914,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
358000,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275035,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
54045,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
281105,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182742,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
197282,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
368325,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
134418,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
408751,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
136709,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
242639,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
131699,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
247405,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
432638,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
453187,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
424038,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
185880,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
377197,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
381349,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479422,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71592,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
229872,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
72204,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
458143,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
65289,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
313252,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
426521,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
405240,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
473220,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
181,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
317,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
368149,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
373310,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
475716,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
255066,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
136996,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
86493,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
392949,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
200600,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
247489,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
83348,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
398163,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
205374,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
473565,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
266255,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
208908,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
376165,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
173202,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
65460,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
62470,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
144496,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182604,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
247503,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
134238,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
414501,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
248975,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
30506,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
443433,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
363122,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
161569,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
174304,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71771,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
17155,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
320034,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
22372,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
384912,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
326468,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
49016,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440590,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
61320,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
66361,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
1734,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
271959,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
185935,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71334,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
336690,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182893,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
390689,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63363,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
237333,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
